time,watt_hi.common@irr_1:['AVG'],watt_hi.common@irr_2:['AVG'],watt_hi.common@irr_3:['AVG'],watt.common@irr_dav_1:['AVG']
1755748970,2.219449225473321,1.992241379310345,2.704819277108433,41.48590909090909
1755748975,2.228055077452667,2.002649862452818,2.713425129087779,41.92681818181818
1755748980,2.236660929432013,2.020408163265306,2.722030981067125,42.29424242424243
1755748985,2.245266781411359,2.038961038961039,2.730636833046471,44.87766666666667
1755748990,2.253872633390705,2.057513914656772,2.739242685025817,46.00880952380952
1755748995,2.262478485370051,2.076066790352505,2.747848537005163,41.84833333333333
1755749000,2.271084337349397,2.094619666048238,2.756454388984509,43.68880952380952
1755749005,2.279690189328743,2.113172541743971,2.765060240963855,45.52928571428571
1755749010,2.288296041308089,2.131725417439704,2.773666092943201,47.3697619047619
1755749015,2.296901893287435,2.150278293135437,2.782271944922547,49.2102380952381
1755749020,2.305507745266781,2.168831168831169,2.790877796901893,51.05071428571429
1755749025,2.314113597246127,2.187384044526903,2.799483648881238,52.89119047619047
1755749030,2.322719449225473,2.205936920222635,2.808089500860584,54.73166666666667
1755749035,2.331325301204819,2.224489795918369,2.81669535283993,49.79919047619048
1755749040,2.339931153184164,2.243042671614101,2.825301204819276,40.88333333333334
1755749045,2.34853700516351,2.261595547309835,2.833907056798622,41.53
1755749050,2.357142857142856,2.280148423005567,2.842512908777968,42.17666666666667
1755749055,2.365748709122202,2.2987012987013,2.851118760757314,44.37777777777778
1755749060,2.374354561101548,2.317254174397033,2.85972461273666,48.13333333333334
1755749065,2.382960413080894,2.335807050092766,2.868330464716006,51.88888888888889
1755749070,2.39156626506024,2.354359925788499,2.876936316695352,54.44266666666667
1755749075,2.400172117039586,2.372912801484232,2.885542168674698,46.10805164319249
1755749080,2.408777969018932,2.391465677179965,2.894148020654044,42.59514084507042
1755749085,2.417383820998278,2.410018552875698,2.90275387263339,42.73105633802817
1755749090,2.425989672977624,2.428571428571431,2.911359724612736,42.86697183098592
1755749095,2.43459552495697,2.447124304267164,2.919965576592082,43.00288732394366
1755749100,2.443201376936316,2.465677179962896,2.928571428571427,43.13880281690141
1755749105,2.451807228915662,2.48423005565863,2.937177280550773,43.27471830985915
1755749110,2.460413080895008,2.502782931354362,2.945783132530119,43.4106338028169
1755749115,2.469018932874353,2.521335807050096,2.954388984509465,43.54654929577465
1755749120,2.477624784853699,2.539888682745828,2.962994836488812,43.6824647887324
1755749125,2.486230636833045,2.558441558441562,2.971600688468158,43.81838028169014
1755749130,2.494836488812391,2.576994434137294,2.980206540447504,43.95429577464789
1755749135,2.503442340791737,2.595547309833028,2.98881239242685,44.09021126760563
1755749140,2.512048192771083,2.61410018552876,2.997663663901056,44.22612676056338
1755749145,2.520654044750429,2.632653061224493,3.014613778705637,44.36204225352112
1755749150,2.529259896729775,2.651205936920226,3.035490605427975,43.62583333333333
1755749155,2.537865748709121,2.669758812615959,3.056367432150313,43.81883333333333
1755749160,2.546471600688467,2.688311688311692,3.077244258872651,45.85498333333334
1755749165,2.555077452667813,2.706864564007425,3.098121085594989,46.69775
1755749170,2.563683304647159,2.725417439703158,3.118997912317327,47.18025
1755749175,2.572289156626505,2.743970315398891,3.139874739039665,47.66275
1755749180,2.580895008605851,2.762523191094624,3.160751565762003,48.07126666666667
1755749185,2.589500860585197,2.781076066790357,3.181628392484341,47.42853333333333
1755749190,2.598106712564543,2.799628942486089,3.202505219206679,51.31733333333334
1755749195,2.606712564543888,2.818181818181823,3.223382045929017,55.824
1755749200,2.615318416523234,2.836734693877555,3.244258872651355,55.46346666666667
1755749205,2.62392426850258,2.855287569573289,3.265135699373693,48.61333333333333
1755749210,2.632530120481926,2.873840445269021,3.286012526096031,53.12
1755749215,2.641135972461272,2.892393320964755,3.306889352818369,57.62666666666667
1755749220,2.649741824440618,2.910946196660487,3.327766179540707,50.43482926829269
1755749225,2.658347676419964,2.92949907235622,3.348643006263045,46.57182926829268
1755749230,2.66695352839931,2.948051948051953,3.369519832985383,46.80719512195122
1755749235,2.675559380378656,2.966604823747686,3.390396659707721,47.04256097560975
1755749240,2.684165232358002,2.985157699443419,3.411273486430059,47.27792682926829
1755749245,2.692771084337348,3.003710575139152,3.432150313152397,47.51329268292682
1755749250,2.701376936316694,3.022263450834885,3.453027139874735,47.74865853658536
1755749255,2.70998278829604,3.040816326530618,3.473903966597073,47.9840243902439
1755749260,2.718588640275386,3.059369202226351,3.494780793319411,48.3112662601626
1755749265,2.727194492254732,3.077922077922084,3.51565762004175,51.67041666666667
1755749270,2.735800344234077,3.096474953617816,3.536534446764088,56.49958333333334
1755749275,2.744406196213423,3.11502782931355,3.557411273486426,54.02058333333333
1755749280,2.753012048192769,3.133580705009282,3.578288100208765,49.41583333333333
1755749285,2.761617900172115,3.152133580705015,3.599164926931103,49.062
1755749290,2.770223752151461,3.170686456400747,3.62004175365344,50.10971428571428
1755749295,2.778829604130807,3.18923933209648,3.64091858037578,50.72547619047619
1755749300,2.787435456110153,3.207792207792213,3.661795407098118,51.185
1755749305,2.796041308089499,3.226345083487946,3.682672233820456,51.6445238095238
1755749310,2.804647160068845,3.244897959183678,3.703549060542794,52.17048571428571
1755749315,2.813253012048191,3.263450834879412,3.724425887265133,53.31099999999999
1755749320,2.821858864027537,3.282003710575144,3.745302713987471,54.601
1755749325,2.830464716006883,3.300556586270877,3.766179540709808,56.5598
1755749330,2.839070567986229,3.319109461966609,3.787056367432147,56.847375
1755749335,2.847676419965575,3.337662337662342,3.807933194154486,54.263125
1755749340,2.856282271944921,3.356215213358075,3.828810020876824,57.281875
1755749345,2.864888123924267,3.374768089053808,3.849686847599162,60.300625
1755749350,2.873493975903612,3.39332096474954,3.8705636743215,57.78499999999999
1755749355,2.882099827882958,3.411873840445273,3.891440501043839,56.819
1755749360,2.890705679862304,3.430426716141006,3.912317327766176,53.89557894736843
1755749365,2.89931153184165,3.448979591836738,3.933194154488515,54.94631578947368
1755749370,2.907917383820996,3.467532467532471,3.954070981210853,57.48842105263158
1755749375,2.916523235800343,3.486085343228203,3.974947807933192,60.03052631578947
1755749380,2.925129087779688,3.504638218923937,3.99582463465553,57.00159539473684
1755749385,2.933734939759034,3.523191094619669,4.016701461377868,54.68531249999999
1755749390,2.942340791738381,3.541743970315402,4.037578288100206,58.30718750000001
1755749395,2.950946643717727,3.560296846011135,4.058455114822544,61.9290625
1755749400,2.959552495697073,3.578849721706868,4.079331941544882,56.45425
1755749405,2.968158347676419,3.5974025974026,4.10020876826722,54.98920454545455
1755749410,2.976764199655765,3.615955473098333,4.121085594989558,56.06386363636364
1755749415,2.985370051635112,3.634508348794065,4.141962421711896,58.25704545454546
1755749420,2.993975903614458,3.653061224489798,4.162839248434234,60.45022727272728
1755749425,3.005326164747355,3.67161410018553,4.183716075156572,62.64340909090909
1755749430,3.02233676975945,3.690166975881263,4.20459290187891,57.14887878787879
1755749435,3.039518900343642,3.708719851576996,4.225469728601248,55.93363636363637
1755749440,3.056701030927835,3.727272727272729,4.246346555323586,57.98212121212121
1755749445,3.073883161512027,3.745825602968462,4.267223382045924,60.03060606060605
1755749450,3.09106529209622,3.764378478664194,4.288100208768262,62.07909090909091
1755749455,3.108247422680412,3.782931354359927,4.3089770354906,64.12757575757576
1755749460,3.125429553264604,3.80148423005566,4.329853862212938,66.17606060606062
1755749465,3.142611683848797,3.820037105751393,4.350730688935276,60.83660173160174
1755749470,3.159793814432989,3.838589981447125,4.371607515657614,55.05500000000001
1755749475,3.176975945017182,3.857142857142859,4.392484342379952,55.24814285714287
1755749480,3.194158075601374,3.875695732838591,4.41336116910229,61.81500000000001
1755749485,3.211340206185567,3.894248608534324,4.434237995824629,65.71395238095238
1755749490,3.228522336769758,3.912801484230056,4.455114822546967,57.59733333333334
1755749495,3.245704467353951,3.931354359925789,4.475991649269305,60.15111111111112
1755749500,3.262886597938143,3.949907235621522,4.496868475991643,63.90666666666666
1755749505,3.280068728522336,3.968460111317255,4.517745302713982,67.66222222222223
1755749510,3.297250859106528,3.987012987012987,4.53862212943632,60.8488
1755749515,3.314432989690721,3.999628942486086,4.559498956158658,62.97520000000001
1755749520,3.331615120274912,4.0,4.580375782880997,62.12360000000001
1755749525,3.348797250859106,4.0,4.601252609603335,60.44297142857143
1755749530,3.365979381443297,4.0,4.622129436325674,59.4
1755749535,3.38316151202749,4.0,4.643006263048012,64.22857142857143
1755749540,3.400343642611682,4.0,4.66388308977035,67.7695238095238
1755749545,3.417525773195875,4.0,4.684759916492689,59.96333333333335
1755749550,3.434707903780067,4.0,4.705636743215027,65.59666666666666
1755749555,3.45189003436426,4.0,4.726513569937365,59.68970833333334
1755749560,3.469072164948451,4.0,4.747390396659704,58.27312500000001
1755749565,3.486254295532645,4.0,4.768267223382043,61.49187500000001
1755749570,3.503436426116836,4.0,4.789144050104381,64.710625
1755749575,3.52061855670103,4.0,4.810020876826719,67.929375
1755749580,3.537800687285221,4.0,4.830897703549058,69.345625
1755749585,3.554982817869414,4.0,4.851774530271397,57.6615
1755749590,3.572164948453606,4.0,4.872651356993735,56.60972222222223
1755749595,3.589347079037799,4.0,4.893528183716073,57.14583333333334
1755749600,3.606529209621991,4.0,4.914405010438412,57.68194444444445
1755749605,3.623711340206184,4.0,4.935281837160751,65.869
1755749610,3.640893470790375,4.0,4.956158663883089,58.14400000000001
1755749615,3.658075601374569,4.0,4.977035490605427,64.71000000000001
1755749620,3.67525773195876,4.0,4.996928277536464,58.55357142857143
1755749625,3.692439862542953,4.0,5.007718696397943,59.76071428571429
1755749630,3.709621993127145,4.0,5.016295025728988,60.96785714285714
1755749635,3.726804123711338,4.0,5.024871355060036,62.175
1755749640,3.74398625429553,4.0,5.033447684391081,63.38214285714285
1755749645,3.761168384879723,4.0,5.042024013722129,64.58928571428571
1755749650,3.778350515463914,4.0,5.050600343053175,65.79642857142856
1755749655,3.795532646048108,4.0,5.059176672384222,67.00357142857142
1755749660,3.812714776632299,4.0,5.067753001715268,68.21071428571427
1755749665,3.829896907216492,4.0,5.076329331046315,69.41785714285713
1755749670,3.847079037800684,4.0,5.084905660377361,70.625
1755749675,3.864261168384877,4.0,5.093481989708408,65.13652380952382
1755749680,3.881443298969069,4.0,5.102058319039454,65.61133333333335
1755749685,3.898625429553262,4.0,5.110634648370501,65.61133333333335
1755749690,3.915807560137453,4.0,5.119210977701547,60.21616666666667
1755749695,3.932989690721647,4.0,5.127787307032595,60.78250000000001
1755749700,3.950171821305838,4.0,5.13636363636364,63.3575
1755749705,3.967353951890031,4.0,5.144939965694688,65.9325
1755749710,3.984536082474223,4.0,5.153516295025733,68.50750000000002
1755749715,4.001718213058416,4.0,5.162092624356781,71.08250000000001
1755749720,4.018900343642608,4.0,5.170668953687827,69.71775
1755749725,4.0360824742268,4.0,5.179245283018874,58.67936111111112
1755749730,4.053264604810993,4.0,5.18782161234992,59.34388888888888
1755749735,4.070446735395185,4.0,5.196397941680967,67.65400000000001
1755749740,4.087628865979378,4.0,5.204974271012013,60.6113090909091
1755749745,4.10481099656357,4.0,5.21355060034306,61.47781818181818
1755749750,4.121993127147762,4.0,5.222126929674106,62.70690909090909
1755749755,4.139175257731955,4.0,5.230703259005153,63.936
1755749760,4.156357388316147,4.0,5.239279588336199,65.1650909090909
1755749765,4.173539518900339,4.0,5.247855917667247,66.39418181818183
1755749770,4.190721649484532,4.0,5.256432246998292,67.62327272727273
1755749775,4.207903780068724,4.0,5.26500857632934,68.85236363636365
1755749780,4.225085910652917,4.0,5.273584905660385,70.08145454545456
1755749785,4.242268041237109,4.0,5.282161234991433,71.31054545454546
1755749790,4.259450171821301,4.0,5.290737564322479,72.53963636363636
1755749795,4.276632302405494,4.0,5.299313893653526,65.80421818181819
1755749800,4.293814432989686,4.0,5.307890222984572,65.964
1755749805,4.310996563573879,4.0,5.316466552315619,70.38053333333335
1755749810,4.328178694158071,4.0,5.325042881646665,60.6819393939394
1755749815,4.345360824742263,4.0,5.333619210977712,61.30704545454546
1755749820,4.362542955326456,4.0,5.342195540308758,62.40477272727274
1755749825,4.379725085910648,4.0,5.350771869639805,63.50250000000001
1755749830,4.39690721649484,4.0,5.359348198970851,64.60022727272728
1755749835,4.414089347079033,4.0,5.367924528301899,65.69795454545455
1755749840,4.431271477663225,4.0,5.376500857632944,66.79568181818182
1755749845,4.448453608247418,4.0,5.385077186963992,67.89340909090909
1755749850,4.46563573883161,4.0,5.393653516295037,68.99113636363637
1755749855,4.482817869415802,4.0,5.402229845626085,71.79033333333334
1755749860,4.499999999999995,4.0,5.410806174957131,62.06816666666666
1755749865,4.517182130584187,4.0,5.419382504288177,68.37750000000001
1755749870,4.534364261168379,4.0,5.427958833619224,60.48312499999999
1755749875,4.551546391752572,4.0,5.436535162950269,61.863275
1755749880,4.568728522336764,4.0,5.445111492281315,64.852
1755749885,4.585910652920957,4.0,5.453687821612362,68.232
1755749890,4.603092783505149,4.0,5.462264150943408,71.612
1755749895,4.620274914089341,4.0,5.470840480274454,72.01759999999999
1755749900,4.637457044673534,4.0,5.4794168096055,61.91265957446809
1755749905,4.654639175257726,4.0,5.487993138936546,62.11797872340426
1755749910,4.671821305841918,4.0,5.496569468267593,62.32329787234043
1755749915,4.689003436426111,4.0,5.505145797598638,62.52861702127659
1755749920,4.706185567010303,4.0,5.513722126929684,62.73393617021277
1755749925,4.723367697594496,4.0,5.522298456260731,62.93925531914893
1755749930,4.740549828178688,4.0,5.530874785591777,63.1445744680851
1755749935,4.757731958762881,4.0,5.539451114922823,63.34989361702127
1755749940,4.774914089347075,4.0,5.548027444253869,63.55521276595745
1755749945,4.792096219931267,4.0,5.556603773584915,63.43407446808511
1755749950,4.809278350515459,4.0,5.565180102915962,62.22816666666667
1755749955,4.826460481099653,4.0,5.573756432247007,63.56333333333333
1755749960,4.843642611683846,4.0,5.582332761578053,71.514
1755749965,4.860824742268038,4.0,5.5909090909091,69.26142857142858
1755749970,4.878006872852231,4.0,5.599485420240146,72.51907142857144
1755749975,4.895189003436424,4.0,5.608061749571192,74.69083333333333
1755749980,4.912371134020617,4.0,5.616638078902238,67.91992592592592
1755749985,4.929553264604809,4.0,5.625214408233284,65.74407407407408
1755749990,4.946735395189002,4.0,5.633790737564331,68.60703703703705
1755749995,4.963917525773195,4.0,5.642367066895376,71.47
1755750000,4.981099656357388,4.0,5.650943396226422,74.33296296296297
1755750005,4.996907216494845,4.0,5.659519725557469,77.19592592592593
1755750010,5.0,4.0,5.668096054888515,75.02007407407407
1755750015,5.0,4.0,5.676672384219561,68.24916666666667
1755750020,5.0,4.0,5.685248713550607,74.69083333333333
1755750025,5.0,4.0,5.693825042881653,69.40866666666666
1755750030,5.0,4.0,5.7024013722127,68.50733333333332
1755750035,5.0,4.0,5.710977701543746,65.388
1755750040,5.0,4.0,5.719554030874791,73.56666666666666
1755750045,5.0,4.0,5.728130360205838,69.99333333333334
1755750050,5.0,4.0,5.736706689536884,68.31766666666667
1755750055,5.0,4.0,5.74528301886793,74.49933333333334
1755750060,5.0,4.0,5.753859348198976,67.12783333333334
1755750065,5.0,4.0,5.762435677530022,68.73583333333335
1755750070,5.0,4.0,5.771012006861069,70.61314814814816
1755750075,5.0,4.0,5.779588336192115,72.75944444444445
